#{"t_start": 1788158506.6490166, "env_id": null}
r,l,t
306.5137,100,2983.544742
342.9004,100,3006.092329
340.56628,100,3006.092407
349.22913,100,3006.09242
315.69028,100,3006.09243
301.07748,100,3006.092439
268.91312,100,3006.092448
338.37003,100,3006.092457
369.40482,100,3006.092477
300.90448,100,3019.006992
347.0406,100,3019.007087
366.20627,100,3019.007109
334.49338,100,3019.007127
348.5815,100,3019.007143
348.30902,100,3019.007159
343.87613,100,3019.007175
319.6229,100,3019.007191
343.80112,100,3041.456282
292.10727,100,3041.456359
352.41565,100,3041.456371
341.05167,100,3041.456381
338.30844,100,3041.45639
332.06403,100,3041.456398
334.6442,100,3041.456407
339.13983,100,3041.456415
374.63492,100,3054.438629
333.2351,100,3054.438704
322.64044,100,3054.438716
306.95483,100,3054.438725
327.65076,100,3054.438734
266.91238,100,3054.438742
379.61127,100,3054.438751
337.412,100,3054.438759
311.52094,100,3077.334456
344.33716,100,3077.334543
329.95447,100,3077.334556
347.8032,100,3077.334566
377.31796,100,3077.334575
345.86636,100,3077.334585
343.25363,100,3077.334594
321.59573,100,3077.334603
299.0699,100,3100.040529
366.22278,100,3100.040608
368.40878,100,3100.040622
339.02878,100,3100.040631
351.34296,100,3100.04064
333.9916,100,3100.04065
369.79465,100,3100.040659
322.69342,100,3100.040668
348.39157,100,3113.09083
315.50674,100,3113.090925
353.94675,100,3113.090946
332.07718,100,3113.090962
375.5372,100,3113.090976
325.62164,100,3113.09099
365.2925,100,3113.091004
355.6176,100,3113.091018
352.70782,100,3135.525568
347.0831,100,3135.525644
343.27487,100,3135.525656
350.9343,100,3135.525665
355.81113,100,3135.525674
314.70496,100,3135.525683
295.29477,100,3135.525691
373.10208,100,3135.525699
390.12204,100,3148.260708
326.8474,100,3148.260785
341.2904,100,3148.260799
375.67343,100,3148.260809
318.33936,100,3148.260818
351.56888,100,3148.260827
303.56644,100,3148.260835
344.92722,100,3148.260844
336.7171,100,3170.56895
307.3479,100,3170.569028
314.2307,100,3170.569041
320.3595,100,3170.569051
307.50043,100,3170.56906
359.75458,100,3170.569069
347.24976,100,3170.569078
325.5197,100,3170.569086
345.23553,100,3183.622524
360.56775,100,3183.622606
311.68304,100,3183.62262
297.21207,100,3183.62263
358.3626,100,3183.62264
339.07968,100,3183.622649
341.0408,100,3183.622658
356.8735,100,3183.622668
305.49374,100,3206.732085
377.90787,100,3206.732186
367.4215,100,3206.73221
371.70438,100,3206.732228
308.1379,100,3206.732241
333.3989,100,3206.732254
319.31155,100,3206.732267
326.87418,100,3206.73228
350.63156,100,3219.745264
370.2566,100,3219.745358
344.38254,100,3219.745381
313.61612,100,3219.745398
363.2806,100,3219.745441
333.49512,100,3219.745459
327.72137,100,3219.74549
369.73932,100,3219.745507
310.2013,100,3242.948606
352.54092,100,3242.948683
302.97473,100,3242.948696
279.251,100,3242.948706
262.0092,100,3242.948715
356.71753,100,3242.948724
326.671,100,3242.948733
355.78897,100,3242.948741
316.12918,100,3265.594871
336.08682,100,3265.594944
353.1885,100,3265.594957
325.50714,100,3265.594967
373.62796,100,3265.594976
331.5862,100,3265.594985
347.72025,100,3265.594994
324.6325,100,3265.595003
365.6515,100,3278.426413
324.16678,100,3278.426546
341.27997,100,3278.426576
357.5248,100,3278.426599
351.65726,100,3278.42662
328.19974,100,3278.426642
343.40433,100,3278.426663
352.62384,100,3278.426685
385.04086,100,3301.272329
359.9325,100,3301.272406
327.06964,100,3301.272419
328.32538,100,3301.272429
339.0239,100,3301.272438
361.01633,100,3301.272447
338.68033,100,3301.272456
347.57394,100,3301.272474
303.2562,100,3314.768545
336.44287,100,3314.768623
321.89587,100,3314.768636
355.09116,100,3314.768645
354.97382,100,3314.768655
367.45032,100,3314.768664
345.39886,100,3314.768673
357.31528,100,3314.768682
310.6882,100,3337.779152
351.71472,100,3337.779252
356.8198,100,3337.779275
