time/episodes,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,train/std,train/actor_loss,train/critic_loss,train/learning_rate,train/n_updates,train/ent_coef_loss,train/ent_coef
1444,363.84833,0.0,100.0,69,2078,144400,0.026234645396471024,-178.76405811309814,2.6061892360448837,0.0003,35904,2.5117187099531293,0.02165890857577324
1448,362.8064,0.0,100.0,69,2084,144800,0.02623661607503891,-179.1061658859253,2.5115316659212112,0.0003,36000,-2.0105189215391874,0.02159774594474584
1452,362.5036,0.0,100.0,69,2090,145200,0.02623930014669895,-178.9042272567749,2.4250524789094925,0.0003,36096,-2.2693586237728596,0.02156740613281727
1456,362.5873,0.0,100.0,69,2096,145600,0.026238830760121346,-178.75486373901367,2.4371887296438217,0.0003,36192,-2.87288923189044,0.02145431376993656
1460,363.15414,0.0,100.0,69,2103,146000,0.026238178834319115,-178.8598508834839,3.11359204351902,0.0003,36304,-1.1861618403345346,0.021301045664586127
1464,363.52277,0.0,100.0,69,2109,146400,0.026238087564706802,-178.96170902252197,2.2886711061000824,0.0003,36400,-0.9945691153407097,0.021157522685825825
1468,362.92438,0.0,100.0,69,2114,146800,0.026245752349495888,-179.14657592773438,2.4491192251443863,0.0003,36496,1.8333856873214245,0.02110785013064742
1472,362.35425,0.0,100.0,69,2121,147200,0.026249511167407036,-178.96448230743408,2.7957582473754883,0.0003,36592,-1.646120173856616,0.02104344021063298
1476,362.15,0.0,100.0,69,2127,147600,0.02624894492328167,-178.82897663116455,2.5281363651156425,0.0003,36704,2.4318219516426325,0.021023909212090075
1480,360.6417,0.0,100.0,69,2133,148000,0.02625415287911892,-179.28031063079834,2.3113973140716553,0.0003,36800,-0.2602756433188915,0.020942615694366395
1484,361.37732,0.0,100.0,69,2139,148400,0.02625974640250206,-179.18455982208252,2.593416392803192,0.0003,36896,2.421410832554102,0.021060751634649932
1488,362.10004,0.0,100.0,69,2145,148800,0.02626003697514534,-179.08991527557373,2.7053607404232025,0.0003,36992,0.67514424957335,0.021048440830782056
1492,362.07333,0.0,100.0,69,2151,149200,0.026258278638124466,-179.19629192352295,2.3348982110619545,0.0003,37104,-2.368879273533821,0.021055473829619586
1496,360.0546,0.0,100.0,69,2157,149600,0.026263561099767685,-179.21068000793457,2.425139620900154,0.0003,37200,0.8512453250586987,0.020979251014068723
1500,360.13547,0.0,100.0,69,2163,150000,0.026263009756803513,-179.39778995513916,2.6258074194192886,0.0003,37296,-3.232033349573612,0.020831264089792967
1504,359.9413,0.0,100.0,69,2169,150400,0.026263726875185966,-179.43617153167725,2.551915541291237,0.0003,37392,-1.0723754158243537,0.02053871937096119
1508,358.69247,0.0,100.0,69,2175,150800,0.026264281943440437,-179.4843635559082,2.2996537163853645,0.0003,37504,-0.7183452472090721,0.02036372188013047
1512,361.34573,0.0,100.0,69,2181,151200,0.02626790478825569,-179.53515243530273,2.3500385731458664,0.0003,37600,0.25790416076779366,0.020291593275032938
1516,361.10254,0.0,100.0,69,2187,151600,0.026267098262906075,-179.51773929595947,2.313089072704315,0.0003,37696,0.5985073894262314,0.0202696043998003
1520,360.72665,0.0,100.0,69,2193,152000,0.026267321780323982,-179.4256706237793,2.5007436871528625,0.0003,37792,-4.149853331968188,0.020148793002590537
1524,360.0404,0.0,100.0,69,2200,152400,0.026270093396306038,-179.57441806793213,2.3848871290683746,0.0003,37904,-0.45632361620664597,0.020085564581677318
1528,360.96918,0.0,100.0,69,2205,152800,0.02627130225300789,-179.64523029327393,2.367272228002548,0.0003,38000,0.6488695219159126,0.01996424573007971
1532,361.69458,0.0,100.0,69,2211,153200,0.026266852393746376,-179.78240871429443,2.304317831993103,0.0003,38096,0.6631683837622404,0.019808986340649426
1536,361.21274,0.0,100.0,69,2217,153600,0.02626681886613369,-179.45784091949463,2.356110394001007,0.0003,38192,0.21850527822971344,0.019684684462845325
1540,361.35257,0.0,100.0,69,2223,154000,0.026269888505339622,-179.60080337524414,2.562726564705372,0.0003,38304,-1.5640486869961023,0.019603954744525254
1544,361.70578,0.0,100.0,69,2229,154400,0.02627325803041458,-179.77294540405273,2.37104594707489,0.0003,38400,0.04155426472425461,0.019734154804609716
1548,362.2398,0.0,100.0,69,2235,154800,0.02627631276845932,-179.83525466918945,2.8304587677121162,0.0003,38496,-2.262523241341114,0.01976436551194638
1552,362.37314,0.0,100.0,69,2241,155200,0.026282018050551414,-179.78627681732178,2.3311359211802483,0.0003,38592,0.7925079930573702,0.01974134158808738
1556,361.83115,0.0,100.0,69,2248,155600,0.026283366605639458,-179.67724895477295,2.300980366766453,0.0003,38704,-3.949874901212752,0.01972901856061071
1560,361.43985,0.0,100.0,69,2254,156000,0.026287442073225975,-179.673002243042,2.438809856772423,0.0003,38800,-1.2950156759470701,0.019641572842374444
1564,361.03714,0.0,100.0,69,2260,156400,0.026288634166121483,-179.92278861999512,3.3074895665049553,0.0003,38896,-2.803443579003215,0.019589518546126783
1568,361.67676,0.0,100.0,69,2267,156800,0.026289118453860283,-179.8553991317749,2.3823962584137917,0.0003,38992,1.1983314901590347,0.019444193923845887
1572,362.0494,0.0,100.0,69,2273,157200,0.026290399953722954,-180.29401111602783,2.8131823241710663,0.0003,39104,-0.23041014187037945,0.019548018812201917
1576,362.98163,0.0,100.0,69,2279,157600,0.026296250522136688,-179.97177410125732,2.379026859998703,0.0003,39200,2.6189818158745766,0.01960309734568
1580,363.84262,0.0,100.0,69,2285,158000,0.026304837316274643,-180.11562061309814,2.277751386165619,0.0003,39296,-1.0577681437134743,0.019676692667417228
1584,363.33655,0.0,100.0,69,2291,158400,0.02630579099059105,-180.43521690368652,2.3145540058612823,0.0003,39392,2.6371486857533455,0.01977056823670864
1588,362.6141,0.0,100.0,69,2298,158800,0.026301449164748192,-180.00341701507568,3.4668849408626556,0.0003,39504,0.6970905940979719,0.019908364862203598
1592,362.149,0.0,100.0,69,2303,159200,0.026309873908758163,-180.16772937774658,3.1076888144016266,0.0003,39600,6.943732496351004,0.020047720754519105
1596,363.34268,0.0,100.0,69,2310,159600,0.026313045993447304,-180.16631412506104,3.2660914957523346,0.0003,39696,3.416644547134638,0.02022920735180378
1600,362.63284,0.0,100.0,69,2316,160000,0.02631252259016037,-179.97558307647705,3.664559617638588,0.0003,39792,6.453884162008762,0.02041783940512687
1604,363.09964,0.0,100.0,68,2324,160400,0.02631879411637783,-180.84237670898438,2.968602105975151,0.0003,39904,3.699621580541134,0.02063803083728999
1608,363.04266,0.0,100.0,68,2330,160800,0.02632109634578228,-180.6994981765747,2.4511357098817825,0.0003,40000,1.0485527403652668,0.02088068099692464
1612,363.05972,0.0,100.0,69,2336,161200,0.026325920596718788,-180.67891883850098,2.283921018242836,0.0003,40096,0.13138488680124283,0.02096030826214701
1616,362.10013,0.0,100.0,68,2342,161600,0.026332085952162743,-180.616286277771,2.291333854198456,0.0003,40192,-1.7543858289718628,0.020824248786084354
