#{"t_start": 1782754480.0564094, "env_id": null}
r,l,t
353.06415,100,1230.387998
353.6392,100,1230.388049
327.86804,100,1230.388063
366.31064,100,1230.388073
319.26913,100,1236.694313
360.80356,100,1236.694362
363.62698,100,1236.694376
378.443,100,1236.694387
385.82776,100,1242.265168
362.9792,100,1242.265219
393.8824,100,1242.265233
365.63535,100,1242.265243
358.56067,100,1249.396149
355.33264,100,1249.396195
373.4107,100,1249.396208
376.18335,100,1249.396219
376.39288,100,1255.180382
378.33585,100,1255.18043
387.28857,100,1255.180445
304.2142,100,1255.180456
365.35806,100,1262.323073
387.779,100,1262.323122
378.7478,100,1262.323135
361.78027,100,1262.323145
385.0858,100,1268.129669
350.1454,100,1268.129719
353.19913,100,1268.129733
358.9127,100,1268.129744
350.15125,100,1273.54466
326.0538,100,1273.54471
225.85889,100,1273.544725
354.54007,100,1273.544736
369.3811,100,1279.183017
378.4365,100,1279.183067
369.02994,100,1279.183081
364.536,100,1279.183093
370.17282,100,1285.248397
292.01874,100,1285.248447
386.46243,100,1285.248461
348.5465,100,1285.248471
325.962,100,1291.053596
444.32498,100,1291.053645
342.71973,100,1291.053659
359.0894,100,1291.053669
341.09906,100,1297.312839
357.3458,100,1297.312938
360.20425,100,1297.312954
354.0887,100,1297.312965
359.35956,100,1302.604103
356.05756,100,1302.604153
369.86725,100,1302.604167
371.63318,100,1302.604178
365.19992,100,1308.669098
351.24362,100,1308.669148
280.85568,100,1308.669162
349.12317,100,1308.669171
356.454,100,1314.757535
316.55832,100,1314.757581
312.11276,100,1314.757596
278.81857,100,1314.757606
351.94864,100,1320.598102
331.23547,100,1320.598152
377.02734,100,1320.598166
369.85248,100,1320.598176
358.171,100,1326.383253
347.88928,100,1326.383304
353.0011,100,1326.38332
380.38416,100,1326.383331
355.73056,100,1332.340436
376.67438,100,1332.340486
340.84467,100,1332.3405
368.904,100,1332.34051
321.17065,100,1337.619995
347.9651,100,1337.620048
329.98978,100,1337.620062
356.61353,100,1337.620073
322.6754,100,1343.076669
365.6046,100,1343.076719
327.80655,100,1343.076733
356.11865,100,1343.076744
403.57138,100,1349.301547
370.8043,100,1349.301597
368.56137,100,1349.301612
379.39282,100,1349.301622
341.6435,100,1355.430178
368.43045,100,1355.430228
359.90826,100,1355.430243
306.61746,100,1355.430254
353.18585,100,1360.965339
367.54922,100,1360.96539
379.61313,100,1360.965405
363.988,100,1360.965415
364.84708,100,1366.506288
362.85684,100,1366.506338
320.53146,100,1366.506353
314.2511,100,1366.506363
341.6148,100,1372.178338
362.218,100,1372.178387
360.03906,100,1372.178401
388.4086,100,1372.178412
366.38632,100,1379.391639
359.10376,100,1379.391687
355.78564,100,1379.391701
424.6798,100,1379.391711
309.26767,100,1384.905192
352.90308,100,1384.905241
374.09738,100,1384.905255
292.16846,100,1384.905265
360.43143,100,1391.262503
373.24338,100,1391.262553
389.61337,100,1391.262567
341.4878,100,1391.262578
389.4726,100,1397.078084
381.48703,100,1397.078135
332.13916,100,1397.078151
369.4631,100,1397.078161
369.64523,100,1403.554055
346.4821,100,1403.554104
387.45575,100,1403.554119
376.01642,100,1403.554129
357.54605,100,1409.158392
372.15704,100,1409.158454
354.48837,100,1409.158468
380.1017,100,1409.158478
391.26355,100,1414.936482
369.96777,100,1414.93653
335.19888,100,1414.936545
377.4388,100,1414.936555
335.7863,100,1420.835332
383.26678,100,1420.835381
363.94324,100,1420.835396
369.86563,100,1420.835407
373.44653,100,1426.915459
367.2497,100,1426.915508
381.30463,100,1426.915523
361.5437,100,1426.915533
391.80768,100,1432.847852
383.08945,100,1432.847903
384.9089,100,1432.847918
392.29797,100,1432.847928
372.48883,100,1438.856422
360.9666,100,1438.856474
344.3661,100,1438.856489
330.32095,100,1438.856499
343.23395,100,1445.449657
505.51743,100,1445.449705
373.05435,100,1445.44972
403.87463,100,1445.449732
357.22748,100,1451.912232
361.9407,100,1451.912298
377.25525,100,1451.912312
327.02353,100,1451.912335
362.60196,100,1458.235781
342.38513,100,1458.235831
378.75266,100,1458.235846
377.30093,100,1458.235857
340.9879,100,1463.56646
358.8424,100,1463.566513
388.1296,100,1463.566529
377.6845,100,1463.566539
371.19653,100,1469.623191
424.07498,100,1469.623239
358.4188,100,1469.623253
374.66898,100,1469.623263
394.0214,100,1476.077361
350.4018,100,1476.077408
351.23346,100,1476.077423
364.57263,100,1476.077433
310.43616,100,1481.716952
365.38654,100,1481.717001
364.25763,100,1481.717016
351.83432,100,1481.717026
